time(seconds),# activatory proteins,# repressory proteins,# Q proteins,# Qc proteins
2160,64.3621406,0.841081878,11.79196507,11.79196507
2190,69.75741019,0.8478477599,11.7910428,11.7910428
2220,75.79259783,0.8545351666,11.79286058,11.79286058
2250,82.53139344,0.861162134,11.79355078,11.79355078
2280,90.17933876,0.8678027648,11.79165999,11.79165999
2310,98.4863056,0.8743606243,11.79045215,11.79045215
2340,107.471683,0.8808323014,11.78982322,11.78982322
2370,117.2776295,0.8872554435,11.79015333,11.79015333
2400,127.8260207,0.89363674,11.79066763,11.79066763
2430,139.171294,0.8999937929,11.79121105,11.79121105
2460,151.3433217,0.906373678,11.79360444,11.79360444
2490,164.2877478,0.9128137684,11.7963734,11.7963734
2520,177.9852167,0.9193540584,11.79044491,11.79044491
2550,192.410051,0.926080116,11.7942993,11.7942993
2580,207.5333397,0.9331035219,11.79546611,11.79546611
2610,223.366035,0.9405734819,11.79504024,11.79504024
2640,239.7825727,0.9487174283,11.79220192,11.79220192
2670,256.8221666,0.9578781735,11.79511607,11.79511607
2700,274.4353714,0.9685584501,11.79719578,11.79719578
2730,292.975224,0.9817454446,11.7953516,11.7953516
2760,311.7899703,0.9986884324,11.79389094,11.79389094
2790,330.8742111,1.020605717,11.79394289,11.79394289
2820,350.2936681,1.049299244,11.79435546,11.79435546
2850,370.0898567,1.087783338,11.79483628,11.79483628
2880,390.277946,1.140430665,11.79702565,11.79702565
2910,410.8141379,1.213138296,11.79983001,11.79983001
2940,431.6824627,1.313865683,11.79212312,11.79212312
2970,452.8403995,1.453251511,11.79530999,11.79530999
3000,474.2590979,1.645495376,11.79996504,11.79996504
3030,495.8994862,1.908930313,11.79407344,11.79407344
3060,517.7324917,2.266924375,11.80020815,11.80020815
3090,539.7219895,2.748436875,11.79462227,11.79462227
3120,561.8192725,3.388194357,11.79824183,11.79824183
3150,584.0513489,4.229128572,11.79903485,11.79903485
3180,606.8180679,5.337388982,11.79559615,11.79559615
3210,629.4190589,6.774586167,11.79310213,11.79310213
3240,651.6786538,8.591434386,11.8026127,11.8026127
3270,673.647424,10.83502741,11.80179235,11.80179235
3300,695.4657719,13.56438649,11.80049721,11.80049721
3330,717.0309285,16.8298808,11.77028267,12.95914983
3360,738.2224895,20.67495691,11.66246391,17.518746
3390,759.0764157,25.14819829,11.48558609,23.82477733
3420,779.5353001,30.27948487,11.21262645,31.21040238
3450,799.4497523,36.07050294,10.82548747,40.89521813
3480,818.7184333,42.4932687,10.26656287,54.44800728
3510,837.1714645,49.47304605,9.52941172,71.46921018
3540,854.5482011,56.88475376,8.679560062,86.76585322
3570,870.6528226,64.58848328,7.835959646,95.70793162
3600,885.3607702,72.45702644,7.051372033,98.66809217
3630,898.6415062,80.39945102,6.334554049,99.51817911
3660,910.2612837,88.26726048,5.683814667,99.79050273
3690,920.2922705,95.98258505,5.094757714,99.8837171
3720,928.8281771,103.4965848,4.56243298,99.91759477
3750,935.9384057,110.7991399,4.081976569,99.93042558
3780,941.6738736,117.890507,3.648802693,99.93562403
3810,946.0064077,124.7732516,3.258653264,99.93817542
3840,948.8990832,131.4423308,2.9076003,99.93943716
3870,950.2793893,137.893468,2.5920324,99.94023537
3900,950.057747,144.1198426,2.308636125,99.94145189
3930,948.1685861,150.1035899,2.05437616,99.94227386
3960,944.5835621,155.8166331,1.826475705,99.94270393
3990,939.3676169,161.2114851,1.62239763,99.94359192
4020,932.6434109,166.2225947,1.439826575,99.94431126
4050,924.5775983,170.7891857,1.276652056,99.94526992
4080,915.3062482,174.8837025,1.130952586,99.94548428
4110,905.0916641,178.4592276,1.000980767,99.94657545
4140,894.0562776,181.5007271,0.8851493507,99.94717222
4170,882.3526004,184.0062812,0.7820182092,99.94759966
4200,870.0994857,186.0085113,0.6902821853,99.94858719
4230,857.4245918,187.5496933,0.608759785,99.94948969
4260,844.4106393,188.6722608,0.5363826671,99.9496876
4290,831.1529266,189.4144764,0.4721858926,99.95037894
4320,817.7318206,189.8113759,0.4152988917,99.95149627
4350,804.2021789,189.8949349,0.3649371113,99.95167519
4380,790.636767,189.6943877,0.3203943007,99.95278228
4410,777.0809546,189.2363957,0.2810354005,99.95333794
4440,763.5870135,188.5453723,0.246289996,99.95376525
4470,750.1810146,187.6437442,0.2156463001,99.95508725
4500,736.8979979,186.5520443,0.1886456295,99.95588678
4530,723.75581,185.289054,0.1648773441,99.95663192
4560,710.7854924,183.8721286,0.1439742144,99.95718241
4590,697.9750063,182.317663,0.1256081883,99.95811149
4620,685.3255574,180.6395133,0.1094865288,99.95875522
4650,672.8399129,178.8514079,0.09534829332,99.95925075
4680,660.4774306,176.9656523,0.08296113085,99.96002919
4710,648.2346689,174.9934068,0.07211837064,99.96047653
4740,636.081029,172.9452909,0.06263638046,99.96108962
4770,623.9924128,170.830897,0.05435217224,99.96178821
4800,611.9598948,168.659075,0.04712123499,99.96254096
4830,599.9792957,166.4379161,0.04081557598,99.96335365
4860,588.0350835,164.17497,0.03532195254,99.96388421
4890,576.1575151,161.8770464,0.0305402779,99.96451695
4920,564.3327817,159.5505386,0.02638218588,99.96564816
4950,552.5861881,157.2011553,0.02276974032,99.9662603
4980,540.9227668,154.8342765,0.01963427597,99.96647054
5010,529.3659432,152.4552911,0.01691535888,99.96756315
5040,517.9187523,150.0681538,0.01455985517,99.96842041
5070,506.602416,147.6769367,0.01252109779,99.96898006
5100,495.4167766,145.2854338,0.01075814207,99.9693072
5130,484.3765098,142.8970817,0.00923510119,99.9704905
5160,473.4926875,140.5150224,0.007920553988,99.97144933
5190,462.7717638,138.1421361,0.006787017616,99.97158578
5220,452.219068,135.7810122,0.005810478691,99.97249827
5250,441.8406841,133.4340201,0.004969976884,99.97324506
5280,431.6429554,131.103307,0.004247235528,99.97394096
5310,421.6311596,128.7907948,0.003626334343,99.97444186
5340,411.8092225,126.498222,0.003093419815,99.97504083
5370,402.1804656,124.2271712,0.002636449193,99.97552616
5400,392.746506,121.9790151,0.00224496448,99.97653033
5430,383.5072199,119.7548133,0.00190989313,99.97728612
5460,374.4691771,117.5563247,0.001623372502,99.9780379
5490,365.6301615,115.3841138,0.001378595419,99.9789786
5520,356.9910824,113.2390039,0.001169674454,99.97903975
5550,348.5519841,111.1217758,9.92E-04,99.97991443
5580,340.3117896,109.033104,8.40E-04,99.98083991
5610,332.2703465,106.9735345,7.11E-04,99.98165229
5640,324.4267403,104.9435311,6.01E-04,99.98255307
5670,316.7802071,102.9434991,5.07E-04,99.98313046
5700,309.329229,100.973747,4.28E-04,99.98426685
5730,302.0717328,99.03452965,3.61E-04,99.98485491
5760,295.0064056,97.12601739,3.04E-04,99.98517316
5790,288.1310558,95.24834003,2.56E-04,99.98575234
5820,281.4429806,93.40156941,2.15E-04,99.98652192
5850,274.940218,91.58570464,1.81E-04,99.98699474
5880,268.6183793,89.80061413,1.52E-04,99.98803318
5910,262.4776721,88.04666186,1.27E-04,99.98828349
5940,256.5137795,86.32337284,1.07E-04,99.98947707
5970,250.7233527,84.63063662,8.93E-05,99.99003513
6000,245.1028435,82.96831793,7.46E-05,99.9907409
6030,239.6477778,81.33619958,6.24E-05,99.9914407
6060,234.3568137,79.73400132,5.21E-05,99.99160959
6090,229.2249779,78.16150565,4.34E-05,99.99257353
6120,224.2491287,76.61845424,3.62E-05,99.99361024
6150,219.425142,75.10452976,3.01E-05,99.99376665
6180,214.7494989,73.61940675,2.51E-05,99.9945129
6210,210.2183144,72.16277608,2.08E-05,99.99570939
6240,205.8275158,70.73429511,1.73E-05,99.99649273
6270,201.5729133,69.33359079,1.44E-05,99.99763095
6300,197.4506216,67.96028806,1.19E-05,99.99776539
6330,193.4562595,66.61392016,9.85E-06,99.99877436
6360,189.5870381,65.29441198,8.15E-06,99.99928734
6390,185.8379919,64.00113775,6.74E-06,99.99985345
6420,182.2066182,62.73377448,5.56E-06,100.0006225
6450,178.6876471,61.49186987,4.59E-06,100.0008666
6480,175.2766329,60.27496335,3.78E-06,100.0019388
6510,171.9705665,59.08272493,3.12E-06,100.0029343
6540,168.7661814,57.91473122,2.57E-06,100.0038625
6570,165.6602771,56.77052369,2.11E-06,100.0041845
6600,162.6483023,55.64974809,1.73E-06,100.0043533
6630,159.72553,54.5519795,1.42E-06,100.005773
6660,156.8898128,53.47677023,1.17E-06,100.0069387
6690,154.1390544,52.42375441,9.55E-07,100.0073953
6720,151.4693978,51.39251827,7.82E-07,100.0077112
6750,148.8769588,50.38262361,6.39E-07,100.0076055
6780,146.3581005,49.3935899,5.22E-07,100.009334
6810,143.9124586,48.42532248,4.26E-07,100.0105511
6840,141.5338437,47.47718823,3.48E-07,100.0105972
6870,139.2216807,46.54885347,2.83E-07,100.01109
6900,136.9731575,45.63989226,2.31E-07,100.0116359
6930,134.785032,44.74997314,1.88E-07,100.0130894
6960,132.6535074,43.87869581,1.52E-07,100.0132053
6990,130.5810153,43.02567616,1.24E-07,100.0139404
7020,128.5585745,42.19059458,1.00E-07,100.0156823
7050,126.5880386,41.37302987,8.14E-08,100.0147864
7080,124.669095,40.57267661,6.59E-08,100.0156269
7110,122.7924624,39.78916431,5.33E-08,100.0174856
7140,120.9656809,39.02214301,4.31E-08,100.0174693
7170,119.1779118,38.27129831,3.48E-08,100.0184686
7200,117.4343092,37.536265,2.81E-08,100.019847
7230,115.7280203,36.81665804,2.26E-08,100.0192485
7260,114.0608042,36.11233301,1.82E-08,100.020172
7290,112.4289799,35.42292412,1.47E-08,100.0216504
7320,110.8325088,34.74803435,1.18E-08,100.0216831
7350,109.2682937,34.087386,9.46E-09,100.0235739
7380,107.7348401,33.44071333,7.59E-09,100.0229788
7410,106.2340744,32.80766929,6.09E-09,100.0242671
7440,104.7591378,32.18801571,4.88E-09,100.0244218
7470,103.3139886,31.58144241,3.90E-09,100.0247481
7500,101.8945201,30.98769621,3.12E-09,100.0250357
7530,100.5008416,30.40649552,2.49E-09,100.0251406
7560,99.13015737,29.83758696,1.99E-09,100.0246366
7590,97.78282754,29.2807057,1.59E-09,100.0228262
7620,96.4600058,28.73560264,1.26E-09,100.0207137
7650,95.15556153,28.20202385,1.01E-09,100.0180495
7680,93.87119937,27.67956922,8.00E-10,100.0165352
7710,92.60592341,27.16835011,6.36E-10,100.0154984
7740,91.35969327,26.66802237,5.05E-10,100.0157641
7770,90.13206006,26.17825629,4.00E-10,100.0164979
7800,88.92002631,25.69889072,3.17E-10,100.017086
7830,87.72465531,25.2296432,2.51E-10,100.017561
7860,86.54334916,24.77036116,1.99E-10,100.0182023
7890,85.37762009,24.32082045,1.57E-10,100.018961
7920,84.22671228,23.88083046,1.24E-10,100.0195062
7950,83.08890027,23.45019226,9.78E-11,100.0203924
7980,81.96245553,23.02871611,7.71E-11,100.020976
8010,80.84816322,22.61622002,6.07E-11,100.0218479
8040,79.74635994,22.21251883,4.77E-11,100.0221155
8070,78.65625639,21.81744108,3.75E-11,100.0226643
8100,77.57641853,21.43080176,2.95E-11,100.0232712
8130,76.50577749,21.05228697,2.31E-11,100.0240042
8160,75.44595239,20.68207843,1.81E-11,100.0247627
8190,74.39543299,20.31985075,1.42E-11,100.0251601
8220,73.35349183,19.9654134,1.11E-11,100.0260668
8250,72.3207861,19.61862004,8.69E-12,100.0268386
8280,71.29603509,19.27930141,6.79E-12,100.027585
8310,70.27945491,18.94734282,5.30E-12,100.0282368
8340,69.26951129,18.62257893,4.13E-12,100.0288765
8370,68.26749941,18.30488637,3.22E-12,100.029119
8400,67.2717864,17.99411875,2.50E-12,100.0298025
8430,66.28306193,17.69014603,1.95E-12,100.0304517
8460,65.30054546,17.39285788,1.51E-12,100.0309566
8490,64.32412545,17.10210283,1.17E-12,100.0318232
8520,63.35328441,16.81776824,9.10E-13,100.0326231
8550,62.38752183,16.53971608,7.05E-13,100.0328674
8580,61.42656625,16.26765119,5.46E-13,100.0339007
8610,60.47143423,16.00181878,4.22E-13,100.034131
8640,59.52238812,15.74199794,3.26E-13,100.0350749
8670,58.57917381,15.48803135,2.52E-13,100.0357523
8700,57.64011722,15.23976505,1.94E-13,100.0365628
8730,56.7042829,14.99708107,1.50E-13,100.0368958
8760,55.77336344,14.75987753,1.15E-13,100.0374614
8790,54.84679045,14.52808627,8.87E-14,100.0378379
8820,53.9248381,14.30158442,6.82E-14,100.0386776
8850,53.00715278,14.08024142,5.23E-14,100.0394659
8880,52.0934773,13.86399834,4.02E-14,100.0399257
8910,51.18345037,13.65273554,3.08E-14,100.0410164
8940,50.27623631,13.4463564,2.36E-14,100.0412756
8970,49.37285426,13.24477158,1.80E-14,100.0419655
9000,48.47491355,13.04786526,1.38E-14,100.0425074
9030,47.57622252,12.85533737,1.05E-14,100.0430554
9060,46.68349998,12.6675215,8.04E-15,100.0440398
9090,45.79579321,12.48420795,6.13E-15,100.0443786
9120,44.90969252,12.30519229,4.67E-15,100.0451452
9150,44.02843583,12.13042945,3.55E-15,100.0460191
9180,43.15079366,11.95978413,2.70E-15,100.0466474
9210,42.27503496,11.79319361,2.05E-15,100.0473361
9240,41.40367563,11.63058327,1.56E-15,100.0478703
9270,40.53640038,11.4718559,1.18E-15,100.0486827
9300,39.67171295,11.31694294,8.94E-16,100.0490552
9330,38.81080899,11.1657597,6.77E-16,100.0496863
9360,37.95451574,11.01822725,5.12E-16,100.0499011
9390,37.10104694,10.87427176,3.87E-16,100.0504934
9420,36.25171567,10.73381114,2.92E-16,100.0517562
9450,35.40740914,10.59676278,2.20E-16,100.0519959
9480,34.56260506,10.46281222,1.66E-16,100.0526592
9510,33.72543704,10.33231164,1.25E-16,100.0535055
9540,32.89260213,10.20508928,9.39E-17,100.0540115
9570,32.06649816,10.08104444,7.06E-17,100.0548663
9600,31.24536955,9.960108195,5.30E-17,100.055245
9630,30.42959715,9.84220384,3.98E-17,100.0564332
9660,29.61946792,9.727231231,2.98E-17,100.0571081
9690,28.81485465,9.615126121,2.23E-17,100.0574718
9720,28.01687404,9.505821513,1.67E-17,100.0577941
9750,27.22477316,9.399264964,1.25E-17,100.058737
9780,26.44098348,9.295419201,9.32E-18,100.0596505
9810,25.66433856,9.194231388,6.95E-18,100.0597251
9840,24.8965076,9.095620542,5.18E-18,100.0606085
9870,24.1370668,8.999534237,3.86E-18,100.0611498
9900,23.38660376,8.905877138,2.87E-18,100.06249
9930,22.64095105,8.814363933,2.14E-18,100.062508
9960,21.90850042,8.725272993,1.59E-18,100.0633064
9990,21.18871546,8.638534138,1.18E-18,100.0638972
10020,20.48230672,8.554056992,8.73E-19,100.0650942
10050,19.78867871,8.471732707,6.46E-19,100.0657274
10080,19.10878675,8.391476311,4.78E-19,100.0665958
10110,18.44355896,8.313212488,3.54E-19,100.0672332
10140,17.79309018,8.236840314,2.61E-19,100.0680331
10170,17.15798106,8.16226227,1.93E-19,100.0682284
10200,16.53940137,8.089437544,1.42E-19,100.0685661
10230,15.93758102,8.018248361,1.05E-19,100.0685716
10260,15.35275913,7.948578733,7.72E-20,100.0687918
10290,14.78593889,7.880373944,5.67E-20,100.0691535
10320,14.23729694,7.813521714,4.17E-20,100.0708165
10350,13.70655722,7.747888555,3.06E-20,100.0710778
10380,13.19115562,7.683239427,2.25E-20,100.0713636
10410,12.69590005,7.61968852,1.65E-20,100.0728231
10440,12.22161199,7.557201026,1.20E-20,100.0727395
10470,11.76800245,7.495689917,8.81E-21,100.074506
10500,11.33336707,7.434935781,6.44E-21,100.0746679
10530,10.91877676,7.374886356,4.70E-21,100.0755895
10560,10.52594196,7.315554975,3.43E-21,100.0765203
10590,10.15443262,7.256823499,2.50E-21,100.0770922
10620,9.80480263,7.198618965,1.82E-21,100.0771726
10650,9.478753351,7.140937342,1.32E-21,100.0781107
10680,9.177157672,7.083765171,9.63E-22,100.0785605
10710,8.90045191,7.027012055,6.99E-22,100.0788231
10740,8.649903968,6.970661501,5.08E-22,100.079476
10770,8.426108435,6.914657552,3.68E-22,100.0806791
10800,8.229841528,6.858946048,2.67E-22,100.0812033
10830,8.0603301,6.80329755,1.93E-22,100.0814999
10860,7.919236403,6.747982289,1.39E-22,100.082568
10890,7.806609911,6.693108962,1.01E-22,100.0828556
10920,7.720283483,6.63856374,7.27E-23,100.0841347
10950,7.659633778,6.584322585,5.24E-23,100.0840977
10980,7.622681837,6.530385995,3.78E-23,100.0851606
11010,7.606978838,6.476712701,2.72E-23,100.0866127
11040,7.610716636,6.423227002,1.95E-23,100.0865144
11070,7.631068404,6.369932879,1.40E-23,100.0868087
11100,7.665958119,6.316908065,1.01E-23,100.0875651
11130,7.713518099,6.264171674,7.23E-24,100.0885773
11160,7.771616603,6.211721366,5.18E-24,100.088834
11190,7.838169471,6.159527501,3.71E-24,100.0905531
11220,7.912136187,6.107578084,2.65E-24,100.0901996
11250,7.991964921,6.055845822,1.90E-24,100.0908597
11280,8.077444687,6.004095451,1.35E-24,100.0912151
11310,8.165964177,5.952749775,9.65E-25,100.0930281
11340,8.255674258,5.901937219,6.88E-25,100.0925782
11370,8.349188556,5.851461471,4.90E-25,100.0941913
11400,8.44468712,5.801292966,3.49E-25,100.0944867
11430,8.540298137,5.751388701,2.48E-25,100.0943381
11460,8.639760834,5.701739995,1.76E-25,100.0956128
11490,8.740787108,5.652377725,1.25E-25,100.0969138
11520,8.842391887,5.603266638,8.85E-26,100.0980478
11550,8.948255655,5.554415635,6.27E-26,100.098814
11580,9.055413631,5.505837687,4.43E-26,100.0994795
11610,9.164703178,5.45753298,3.13E-26,100.0995197
11640,9.27873598,5.409505778,2.21E-26,100.1003888
11670,9.394355205,5.36171756,1.56E-26,100.10105
11700,9.513074423,5.314125956,1.10E-26,100.1009565
11730,9.637663682,5.26647799,7.76E-27,100.1016481
11760,9.76512281,5.219158719,5.46E-27,100.1012565
11790,9.893860934,5.172283601,3.84E-27,100.1019785
11820,10.02810691,5.125649725,2.70E-27,100.1017479
11850,10.16540833,5.079208561,1.89E-27,100.1020865
11880,10.30520042,5.032983383,1.33E-27,100.1044078
11910,10.45116285,4.986924444,9.30E-28,100.1052337
11940,10.59950957,4.941045399,6.51E-28,100.104728
11970,10.75227882,4.895365374,4.55E-28,100.1062039
12000,10.91131403,4.849853545,3.18E-28,100.1071588
12030,11.07312756,4.80451914,2.22E-28,100.1065933
12060,11.24187121,4.759363255,1.55E-28,100.1082342
12090,11.41704316,4.714370542,1.08E-28,100.1088434
12120,11.59680477,4.669538675,7.52E-29,100.1093954
12150,11.78575057,4.624826826,5.23E-29,100.1103636
12180,11.98529701,4.5799849,3.63E-29,100.1104316
12210,12.19206945,4.535398128,2.52E-29,100.1117614
12240,12.40501812,4.491133736,1.75E-29,100.1126085
12270,12.62987745,4.447072768,1.21E-29,100.1127563
12300,12.86403494,4.403165102,8.40E-30,100.1128426
12330,13.1091018,4.35940008,5.81E-30,100.113613
12360,13.36858245,4.315782113,4.02E-30,100.1149434
12390,13.63884407,4.272286552,2.78E-30,100.1155319
12420,13.92489122,4.228923715,1.92E-30,100.116242
12450,14.2269489,4.185700405,1.32E-30,100.116831
12480,14.54368288,4.142621202,9.09E-31,100.1173272
12510,14.88182391,4.099682772,6.26E-31,100.1179395
12540,15.23893238,4.056884531,4.30E-31,100.1183555
12570,15.61854838,4.014230768,2.96E-31,100.1186648
12600,16.02664895,3.971694662,2.03E-31,100.1189403
12630,16.47076407,3.928952863,1.39E-31,100.1205879
12660,16.94418254,3.886492112,9.53E-32,100.1207997
12690,17.4489243,3.844348714,6.52E-32,100.1212918
12720,17.99805785,3.802371113,4.46E-32,100.1220784
12750,18.58886042,3.760613991,3.05E-32,100.1232568
12780,19.23278871,3.719050251,2.08E-32,100.123434
12810,19.93801853,3.677703614,1.42E-32,100.1249633
12840,20.70668769,3.636501375,9.67E-33,100.1247284
12870,21.55715218,3.595472382,6.58E-33,100.1256229
12900,22.4915462,3.554653389,4.48E-33,100.1262803
12930,23.52295966,3.514073197,3.04E-33,100.1271181
12960,24.67245678,3.473722405,2.06E-33,100.1281294
12990,25.94333892,3.433610439,1.40E-33,100.1279684
13020,27.36709248,3.393750158,9.49E-34,100.1283063
13050,28.96512039,3.354128553,6.43E-34,100.1284279
13080,30.79134614,3.314440982,4.35E-34,100.1300659
13110,32.82744051,3.275159,2.94E-34,100.1309765
13140,35.08993679,3.236395203,1.98E-34,100.1306666
13170,37.644387,3.197984739,1.34E-34,100.1322278
13200,40.48581314,3.160058531,9.03E-35,100.1321718
13230,43.67759899,3.122586977,6.08E-35,100.133306
13260,47.24948474,3.08562155,4.09E-35,100.1345364
13290,51.23725479,3.049084215,2.75E-35,100.1345731
13320,55.69062209,3.01306166,1.85E-35,100.1349205
13350,60.63203765,2.977588052,1.24E-35,100.1360838
13380,66.11444485,2.942704148,8.31E-36,100.1360999
13410,72.18132227,2.908452673,5.57E-36,100.1381234
13440,78.83672155,2.874881059,3.73E-36,100.1382432
13470,86.15965909,2.842030776,2.49E-36,100.1387677
13500,94.16169032,2.809898725,1.66E-36,100.1397704
13530,103.0738299,2.77824061,1.11E-36,100.1403377
13560,112.6364351,2.747501097,7.41E-37,100.140473
13590,122.8616666,2.717731639,4.94E-37,100.1403875
13620,133.8513634,2.688833883,3.29E-37,100.1416602
13650,145.5314142,2.660840708,2.19E-37,100.1426734
13680,157.9771784,2.633744795,1.45E-37,100.1432909
13710,171.1912563,2.60744886,9.64E-38,100.1437957
13740,185.1259765,2.581954557,6.39E-38,100.143838
13770,199.763985,2.557260128,4.24E-38,100.1454171
13800,215.0661312,2.533292829,2.80E-38,100.1463733
13830,231.0529006,2.509994685,1.86E-38,100.1461611
13860,247.6558042,2.487335385,1.23E-38,100.1466427
13890,264.8767361,2.465266484,8.10E-39,100.1467504
13920,282.6319844,2.443763055,5.34E-39,100.1486533
13950,300.9934253,2.422803703,3.52E-39,100.1490275
13980,320.2701656,2.402265846,2.32E-39,100.1503475
14010,339.7902274,2.382676679,1.53E-39,100.1500754
14040,359.6469729,2.36446776,1.00E-39,100.1511934
14070,379.9035805,2.348431738,6.59E-40,100.1508837
14100,400.5785808,2.336268981,4.32E-40,100.1518919
14130,421.6678681,2.331152366,2.83E-40,100.152814
14160,443.1696741,2.338456995,1.86E-40,100.1539486
14190,464.9541193,2.366970297,1.21E-40,100.1537743
14220,487.0250352,2.429819885,7.94E-41,100.1552019
14250,509.2717416,2.545352802,5.19E-41,100.1550886
14280,531.7193033,2.73840329,3.38E-41,100.1556247
14310,554.2563705,3.040645537,2.21E-41,100.1568671
14340,576.8737336,3.491880801,1.44E-41,100.1573937
14370,599.5001659,4.139966513,9.36E-42,100.1580814
14400,622.1458703,5.041148659,6.09E-42,100.1592016
14430,645.241236,6.276423112,3.95E-42,100.1594781
14460,668.1370885,7.921641635,2.57E-42,100.1603167
14490,690.6304782,10.04224719,1.66E-42,100.160224
14520,712.7574686,12.70281381,0.1442309072,100.1433269
14550,734.6503473,15.98373297,2.273075511,98.70282606
14580,756.2732551,19.95574862,5.544156372,95.49423851
14610,777.5101198,24.66946716,9.758475106,91.52798251
14640,798.3605221,30.16604006,15.29123545,86.20829104
14670,818.7821943,36.46236119,22.61916953,79.12174278
14700,838.6243722,43.53961032,33.0152666,70.14499404
14730,857.8192531,51.35875095,45.88769908,57.66828274
14760,876.3160026,59.86100381,60.25807415,43.28143245
14790,893.962916,68.94369612,73.02166206,29.70939584
14820,910.5237372,78.43530183,82.4612621,19.64682626
14850,925.7407057,88.11836657,89.85859911,12.79152377
14880,939.4613464,97.81415206,95.178646,8.264296357
14910,951.3797899,107.3057404,98.52508789,5.316327159
14940,961.4755605,116.4751108,99.69579003,3.410617103
14970,969.777287,125.257177,100.0330443,2.183820201
15000,976.3391171,133.6478018,100.1416853,1.396204465
15030,981.2155309,141.6664793,100.1802676,0.8915243504
15060,984.4430946,149.3361479,100.1940168,0.56862998
15090,986.0346909,156.6791129,100.1997482,0.3623053874
15120,985.9550016,163.7029942,100.2018484,0.2306165763
15150,984.1530478,170.4087156,100.2032211,0.1466529629
15180,980.5906165,176.7934698,100.2046493,0.09317182498
15210,975.2974529,182.8407969,100.2061214,0.05913948018
15240,968.3809019,188.5312049,100.2064224,0.03750362576
15270,960.0089152,193.8438646,100.2068524,0.02376152456
15300,950.3703485,198.7305819,100.2062805,0.01504119198
15330,939.5989478,203.1362046,100.2064597,0.009512577122
15360,927.9833867,206.985648,100.2079083,0.006010669286
15390,915.6322164,210.2576753,100.2097841,0.003794518455
15420,902.6957423,212.9393243,100.2098544,0.002393315926
15450,889.2839417,215.053388,100.2095106,0.001508179883
15480,875.5210435,216.6452587,100.2094061,9.50E-04
15510,861.4857607,217.7635278,100.2109921,5.97E-04
15540,847.2660458,218.4525305,100.2127703,3.75E-04
15570,832.9447832,218.7522454,100.2131651,2.36E-04
15600,818.5652554,218.699364,100.2128938,1.48E-04
15630,804.2094487,218.3271989,100.2124215,9.27E-05
15660,789.9048365,217.6663888,100.2132836,5.80E-05
15690,775.6948057,216.7448037,100.2164877,3.63E-05
15720,761.6128402,215.5879455,100.2162214,2.27E-05
15750,747.6757011,214.2192388,100.215957,1.42E-05
15780,733.890933,212.6598535,100.2165713,8.85E-06
15810,720.2907295,210.930423,100.2179992,5.51E-06
15840,706.8364683,209.0483065,100.220597,3.43E-06
15870,693.5226119,207.0297743,100.2209665,2.14E-06
15900,680.3401813,204.8904259,100.2208746,1.33E-06
15930,667.2384834,202.6439197,100.2198873,8.25E-07
15960,654.2314377,200.3031359,100.2206667,5.12E-07
15990,641.2731349,197.8800431,100.2230119,3.18E-07
16020,628.3748852,195.3853318,100.2239177,1.97E-07
16050,615.5298211,192.8290243,100.2241009,1.22E-07
16080,602.742187,190.2202782,100.2236626,7.53E-08
16110,590.0279595,187.5675171,100.2251031,4.65E-08
16140,577.3996114,184.878426,100.2267637,2.87E-08
16170,564.8703621,182.1601191,100.2280956,1.77E-08
16200,552.4496185,179.4190904,100.2283682,1.09E-08
16230,540.1557457,176.661063,100.228828,6.72E-09
16260,528.0107775,173.8924002,100.2299914,4.13E-09
16290,516.0142783,171.1174137,100.2305733,2.54E-09
16320,504.1791747,168.3405518,100.2300899,1.56E-09
16350,492.5191391,165.5660818,100.2312729,9.57E-10
16380,481.0383996,162.7978351,100.2311207,5.87E-10
16410,469.7443112,160.0392722,100.2335304,3.59E-10
16440,458.6442787,157.2935805,100.2331478,2.20E-10
16470,447.7434272,154.5635745,100.2326387,1.34E-10
16500,437.046161,151.8518708,100.2344995,8.20E-11
16530,426.5555946,149.1608232,100.2373498,5.00E-11
16560,416.2740335,146.4925458,100.2387092,3.05E-11
16590,406.2039592,143.8489354,100.2382522,1.86E-11
16620,396.3468307,141.2316882,100.2385804,1.13E-11
16650,386.703902,138.6423154,100.2409239,6.87E-12
16680,377.2736298,136.0818205,100.2409487,4.18E-12
16710,368.0604001,133.5522988,100.2402664,2.53E-12
16740,359.0606284,131.0542336,100.240378,1.54E-12
16770,350.2758912,128.5885296,100.2416925,9.31E-13
16800,341.7015077,126.1560028,100.2414262,5.63E-13
16830,333.3379716,123.7573377,100.2408568,3.41E-13
16860,325.1834023,121.3931106,100.2401764,2.06E-13
16890,317.2366791,119.0637705,100.241419,1.24E-13
16920,309.4945866,116.7697265,100.2458556,7.49E-14
16950,301.9539994,114.5112863,100.2447605,4.52E-14
16980,294.6128437,112.2886674,100.2440252,2.72E-14
17010,287.468464,110.1020244,100.2478491,1.64E-14
17040,280.5185236,107.9514547,100.2466135,9.83E-15
17070,273.7607901,105.8369859,100.2473051,5.90E-15
17100,267.1916184,103.7585849,100.2463812,3.54E-15
17130,260.8075637,101.7159951,100.2507408,2.12E-15
17160,254.6070128,99.70967183,100.2513081,1.27E-15
17190,248.5859844,97.73900256,100.2501008,7.60E-16
17220,242.740239,95.80383159,100.2504578,4.54E-16
17250,237.066852,93.90396782,100.2536596,2.71E-16
